Column1,Column2
7374,정신지체 학교 운영에 적합한 인트라넷 설계와 구축에 관한 연구 = (The) Study of planning and building up intranet that is appropriate for managing MR school
7375,교사-부모협력을 통한 가정 중심의 오감각놀이프로그램이 발달지체영아의 사회적 상호작용에 미치는 영향 = The effect of home based five-sense play program through teacher-parents cooperation on social interaction of infants with developmental delays
7376,장애 관련 동화책에 기초한 토의와 역할놀이 활동이 통합교실 내 유아의 가장놀이와 사회적 상호작용에 미치는 영향
7377,"직장보육시설과 일본보육시설 교사 역할에 대한 예비보육교사, 보육교사, 부모의 인식 = (A)study on teachers' role differences between employer-supported child care program and general child care programs perceived by teachers and parents"
7378,한국과 핀란드의 수학 교과서 기하영역 비교 = Geometry comparison of mathematics textbooks of Korea and Finland
7379,장애인이 주인공이 된 문화 체험활동이 청소년의 장애인식에 미치는 영향 = Impact of cultural activities about the disabled on the disability awareness of the youth
7380,글 없는 그림책을 활용한 협동적 이야기 꾸미기 활동이 유아의 사회적 유능감 및 언어 표현력에 미치는 영향 = (The)Effects of Cooperative Story Creating Activities with Wordless Picture Books on Young Children's Social Competency and Language Expression Ability
7381,"아리스토텔레스의 중용(to meson) 개념과 성품적 덕(he ethike arete)에 관한 고찰 : 『니코마코스 윤리학』3, 4권의 개별적인 성품적 덕들을 중심으로 = Aristotle's Doctrine of the Mean and Character-related Virtue : Some particular character-related virtues in Nicomachean Ethics 3, 4"
7382,近代啓蒙期 漢字字典 硏究
7383,심각한 문제행동을 보이는 발달장애아 부모의 양육 경험 = A Study on the Experience of Parents of Children with Developmental Disabilities Having Severe Behavioral Problems
7384,ICT 기반 창의 프로그램이 발달지체유아의 문제해결력에 미치는 영향 = The Effects of ICT-Based Creativity Program on The Problem Solving Ability of Children with Developmental Delays
7385,장애아동의 치아우식경험과 구강위생상태에 관한 조사 = (A) study on the Dental Caries Experience and Oral Hygiene for Children with Disabilities
7386,창의성 및 교과 이해 증진을 위한 미래문제해결 프로그램(FPSP) 모형 적용 교과 단원 개발 : 초등학교 5학년 사회과를 중심으로
7387,유아기 아동 미술표현 재료 및 도구의 적절성에 대한 실태 조사 = Study on appropriate use of materials and tools in the preschool children's art
7388,실업계 영어 교과서의 소재와 이독도 분석 및 교과서에 대한 교사와 학생의 만족도 조사
7389,학습장애 아동을 위한 웹기반 읽기 교수·학습자료 개발 = (The) development of web-based reading instructional materials for children with learning disabilities
7390,문화 지도 수업이 중학교 학습자의 영어 학업성취와 영어 학습 흥미에 미치는 영향
7391,학습부진아의 도형 영역 학습을 위한 STEAM 프로그램 개발 및 검증 = Development and Testing of a Geometry-focused STEAM Program for Underachievers
7392,3-5세 누리과정 교사용 지도서 과학 관련 활동 분석 : 물리적 지식 활동을 중심으로
7393,사연있는 인형을 활용한 그룹활동이 일반유아의 장애 인식에 미치는 효과
7394,지적장애 성인이 이성교제에서 경험하는 성과 사랑에 대한 현상학적 연구 = Phenomenological study on experiences of sexuality and love for adults with intellectual disabilities in heterosexual relationships
7395,긍정적 행동지원이 장애학생의 통합 학급에서의 문제행동 및 학업활동 참여행동에 미치는 영향
7396,청각장애 학생의 어휘력 향상을 위한 교수-학습 방법 다중사례연구 = (A) multi-case study on instruction methods to improve vocabulary for students with hearing impairments
7397,반편견 그림책을 통한 확장활동이 장애유아에 대한 일반유아의 수용 및 태도에 미치는 효과
7398,감정이입적 역사이해에 대한 비판적 고찰 : 초등 6학년을 중심으로
7399,외국어로서의 한국어 학습자의 성격유형에 따른 학습결과 분석 연구 = (A) study on personality types and achievements of learners of Korean as a foreign language
7400,학부 외국인 유학생의 한국어 에세이 텍스트 종결 양상 분석 = A Study on the Analysis of Conclusion Structures in Korean Essay Texts of Undergraduate International Students
7401,내담자의 회기불참에 대한 상담자 체험의 의미
7402,민화 채색화지도가 지적장애학생의 민화 그리기에 미치는 영향
7403,지적장애학생의 분류학습을 위한 명시적 탐구학습 모형 개발 및 적용 = Development and application of explicit inquiry learning model for classification learning of middle school students with intellectual disability
7404,유치원 교사의 교직전문성과 교원능력개발평가에 대한 인식 = Perception of Kindergarten teachers' Teaching Professionalism and Teacher Evaluation for Professional Development
7405,한국어 중급 듣기 교재 개발 : 전략학습을 중심으로
7406,특성화고등학교 학습자들을 위한 직업영어 말하기 수업 모형 개발 및 적용 = The Development and Application of an EVP Speaking Lesson Model for Korean Special-purpose High School Students
7407,부모의 장애자녀 평생계획에 관한 연구
7408,가정통신문의 텍스트 유형과 여성결혼이민자의 읽기 이해 연구
7409,놀이 활용 자기표현훈련 프로그램이 지적장애학생의 사회적 조망수용능력과 통합학급학생의 정서지능에 미치는 영향 = The Effects of Play based Self-expression Training on Social-Perspective Taking Ability and Emotional Intelligence with Students with Intellectual Disabilities and Their Peers in Inclusive Classrooms
7410,관찰표현력 신장을 위한 그림일기 지도방안 : 초등학교 6학년을 대상으로 = A Study on teaching methods of picture diary :  Focused on the 6th grade student of elementary school
7411,장애어린이집 유아의 숲 생활에 관한 문화기술학적 연구
7412,文字未解得兒에 대한 原因分析 硏究 : 국민학교 底學年을 中心으로 = (A) Study on Illiterate Children : Around Lewer Grade Children of Elementary School
7413,초등교사효능감 척도 개발 및 타당화
7414,한국 식생활문화를 주제로 한 한국어 교재 개발 : 여성 결혼 이민자를 대상으로
7415,방과후학교 운영 현황 및 인식분석 = A Study on the Status of Management and Awareness about the Elementary After-school Programs
7416,뇌성마비아동의 일상생활활동 및 사회적지지에 따른 어머니의 스트레스와 대처행동에 관한 연구
7417,교사와 학부모의 상호작용을 통한 초등학생의 규범습득 생활지도 사례연구 = A school life guidance case study on the acquisition of elementary norms through the interaction of teacher and parents
7418,보드게임 활동이 지적장애학생의 주의집중력과 공간지각력에 미치는 영향 = The Effects of Board Game Activities on Attention and Spatial Perception of Students with Intellectual Disability
7419,NCS 기반 중등 피부미용 교과서 분석 및 학습모듈 개선 연구
7420,직업 목적 학습자를 위한 한국어 교재의 듣기 과제 분석 연구 = A Study on Listening Tasks in Korean Language Textbooks for Occupational Purpose
7421,국민학교의 학교자체평가 실태와 기대에 관한 교사의 의견 연구 = (A) Study on the Status of Self Evaluation of Elementary Schools and Expectations of the Teachers
7422,표현주의 화가들의 자화상에 나타난 상징성에 관한 연구
7423,아랍어권 대학 한국어 학습자를 위한 과제 중심 초급 통합 교재 개발
7424,돌봄 유치원 운영에 관한 학부모의 인식 : -경기도 공립 유치원을 중심으로- = Parent's Perception on Full -Day Care Program of Kindergaten
7425,텃밭 가꾸기 프로그램이 통합학급 장애학생의 사회성 기술 및 문제행동에 미치는 효과 = Effects of Vegetable Gardening Program on the Problem Behavior and Social Skills of the Students with Disabilities in Inclusive Class
7426,저소득층 사회통합전형 입학생의 학교적응과정에 대한 사례 연구 : 서울ㆍ경기지역 A 특목고를 중심으로 = A Case Study on Adaption Experience to School of admission groups of affirmative action programs : Focusing on an A special purpose High school in SeoulㆍGyeonggi Students from lower-income class
